gen,storage,condition,price,model,is_pro,state,state_full,gen_group,type,condition_group
14.0,256.0,Excellent - Refurbished,755.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Refurbished
14.0,128.0,Used,369.99,iPhone 14 Plus,False,CA,California,Modern (13-14),Standard,Second-hand
14.0,256.0,Used,735.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Second-hand
14.0,1024.0,Used,661.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Second-hand
14.0,256.0,Excellent - Refurbished,759.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Refurbished
15.0,256.0,Excellent - Refurbished,468.95,iPhone 15,False,NJ,New Jersey,Latest (15+),Standard,Refurbished
14.0,256.0,Good - Refurbished,299.0,iPhone 14,False,NY,New York,Modern (13-14),Standard,Refurbished
15.0,128.0,Open Box,409.88,iPhone 15,False,NY,New York,Latest (15+),Standard,Open Box
14.0,128.0,Open Box,354.99,iPhone 14,False,CA,California,Modern (13-14),Standard,Open Box
13.0,128.0,Excellent - Refurbished,319.99,iPhone 13,False,CA,California,Modern (13-14),Standard,Refurbished
12.0,64.0,Excellent - Refurbished,198.99,iPhone 12,False,CA,California,Mid-Gen (11-12),Standard,Refurbished
12.0,256.0,Used,300.0,iPhone 12 Pro Max,True,CA,California,Mid-Gen (11-12),Pro,Second-hand
12.0,64.0,For Parts Or Not Working,124.99,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Damaged
13.0,128.0,Open Box,309.99,iPhone 13,False,CA,California,Modern (13-14),Standard,Open Box
12.0,128.0,For Parts Or Not Working,199.99,iPhone 12 Pro Max,True,TX,Texas,Mid-Gen (11-12),Pro,Damaged
12.0,128.0,Excellent - Refurbished,244.99,iPhone 12,False,CA,California,Mid-Gen (11-12),Standard,Refurbished
14.0,128.0,Used,589.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
13.0,128.0,Used,275.0,iPhone 13,False,ME,Maine,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,199.96,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,256.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,512.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,321.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,Used,279.95,iPhone 14,False,KY,Kentucky,Modern (13-14),Standard,Second-hand
17.0,256.0,New,715.0,iPhone 17,False,CA,California,Latest (15+),Standard,New
13.0,128.0,New,353.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,256.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
16.0,128.0,Open Box,650.0,iPhone 16,False,NY,New York,Latest (15+),Standard,Open Box
17.0,256.0,New,850.0,iPhone 17,False,MA,Massachusetts,Latest (15+),Standard,New
14.0,128.0,Used,229.95,iPhone 14,False,KY,Kentucky,Modern (13-14),Standard,Second-hand
17.0,256.0,New,810.0,iPhone 17 Pro Max,True,WA,Washington,Latest (15+),Pro,New
17.0,512.0,New,459.0,iPhone 17,False,OH,Ohio,Latest (15+),Standard,New
17.0,512.0,New,459.0,iPhone 17,False,FL,Florida,Latest (15+),Standard,New
17.0,2048.0,New,599.0,iPhone 17 Pro Max,True,NY,New York,Latest (15+),Pro,New
12.0,128.0,For Parts Or Not Working,119.99,iPhone 12,False,OH,Ohio,Mid-Gen (11-12),Standard,Damaged
17.0,256.0,New,599.0,iPhone 17,False,MD,Maryland,Latest (15+),Standard,New
17.0,2048.0,New,499.99,iPhone 17 Pro Max,True,OK,Oklahoma,Latest (15+),Pro,New
15.0,128.0,Open Box,519.99,iPhone 15 Pro,True,MD,Maryland,Latest (15+),Pro,Open Box
13.0,256.0,New,500.0,iPhone 13,False,MS,Mississippi,Modern (13-14),Standard,New
13.0,128.0,New,322.01,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,Open Box,279.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,Open Box
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,327.55,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
12.0,256.0,Used,479.0,iPhone 12 Pro Max,True,MA,Massachusetts,Mid-Gen (11-12),Pro,Second-hand
13.0,128.0,New,335.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,New,745.12,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,1024.0,New,745.12,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,128.0,New,389.99,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,512.0,New,322.01,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
13.0,256.0,New,322.01,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,Open Box,329.99,iPhone 14 Plus,False,NJ,New Jersey,Modern (13-14),Standard,Open Box
13.0,512.0,New,322.01,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
14.0,128.0,New,374.99,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,322.01,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
13.0,128.0,Used,239.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,128.0,For Parts Or Not Working,189.99,iPhone 13 Mini,False,FL,Florida,Modern (13-14),Standard,Damaged
14.0,512.0,Used,329.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,279.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,256.0,Used,309.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,229.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,256.0,Used,339.99,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,128.0,For Parts Or Not Working,189.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Damaged
14.0,128.0,Used,279.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,249.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,For Parts Or Not Working,239.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Damaged
14.0,128.0,Used,419.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
13.0,128.0,For Parts Or Not Working,199.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Damaged
14.0,128.0,Used,419.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
12.0,128.0,For Parts Or Not Working,219.99,iPhone 12 Pro Max,True,FL,Florida,Mid-Gen (11-12),Pro,Damaged
17.0,256.0,Open Box,850.0,iPhone 17,False,PA,Pennsylvania,Latest (15+),Standard,Open Box
13.0,128.0,For Parts Or Not Working,199.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Damaged
12.0,128.0,Used,199.99,iPhone 12,False,FL,Florida,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,239.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,256.0,Used,289.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,269.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
12.0,128.0,Used,299.99,iPhone 12 Pro Max,True,FL,Florida,Mid-Gen (11-12),Pro,Second-hand
14.0,256.0,Used,469.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
14.0,256.0,For Parts Or Not Working,269.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Damaged
14.0,128.0,Used,269.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,256.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,Used,439.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
13.0,128.0,Used,239.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,269.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,256.0,Used,459.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
12.0,256.0,Used,319.99,iPhone 12 Pro Max,True,FL,Florida,Mid-Gen (11-12),Pro,Second-hand
14.0,128.0,Used,299.99,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,256.0,Used,329.99,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,256.0,Used,419.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
13.0,128.0,For Parts Or Not Working,199.99,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Damaged
13.0,128.0,Used,249.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,309.99,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,For Parts Or Not Working,359.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Damaged
14.0,256.0,For Parts Or Not Working,269.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Damaged
14.0,256.0,Used,339.99,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,For Parts Or Not Working,229.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Damaged
14.0,128.0,Used,299.99,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,429.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
13.0,256.0,Used,289.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,309.99,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,256.0,New,405.18,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,256.0,Used,480.0,iPhone 14 Pro Max,True,IN,Indiana,Modern (13-14),Pro,Second-hand
14.0,128.0,Used,279.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,299.99,iPhone 14 Plus,False,MN,Minnesota,Modern (13-14),Standard,Second-hand
14.0,512.0,For Parts Or Not Working,409.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Damaged
12.0,64.0,Used,159.99,iPhone 12,False,FL,Florida,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,279.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
12.0,128.0,Used,199.99,iPhone 12,False,FL,Florida,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,259.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,256.0,For Parts Or Not Working,389.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Damaged
12.0,256.0,For Parts Or Not Working,279.99,iPhone 12 Pro Max,True,FL,Florida,Mid-Gen (11-12),Pro,Damaged
13.0,128.0,Used,239.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,169.99,iPhone 12,False,FL,Florida,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,269.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,For Parts Or Not Working,349.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Damaged
14.0,128.0,Used,279.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,256.0,Used,429.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
14.0,128.0,Used,439.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
14.0,256.0,Used,469.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
13.0,128.0,Used,219.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,429.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
17.0,2048.0,New,649.0,iPhone 17 Pro Max,True,LA,Louisiana,Latest (15+),Pro,New
12.0,256.0,For Parts Or Not Working,279.99,iPhone 12 Pro Max,True,FL,Florida,Mid-Gen (11-12),Pro,Damaged
13.0,128.0,For Parts Or Not Working,199.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Damaged
12.0,128.0,Used,169.99,iPhone 12,False,FL,Florida,Mid-Gen (11-12),Standard,Second-hand
14.0,256.0,Used,249.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,419.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
14.0,128.0,Used,379.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
16.0,256.0,Open Box,635.0,iPhone 16,False,FL,Florida,Latest (15+),Standard,Open Box
12.0,256.0,Used,169.99,iPhone 12,False,NJ,New Jersey,Mid-Gen (11-12),Standard,Second-hand
14.0,256.0,Used,429.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
13.0,512.0,Used,280.0,iPhone 13 Mini,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,259.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,429.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
17.0,512.0,New,459.0,iPhone 17,False,TX,Texas,Latest (15+),Standard,New
17.0,2048.0,New,499.0,iPhone 17 Pro Max,True,MO,Missouri,Latest (15+),Pro,New
12.0,256.0,Used,299.99,iPhone 12 Pro Max,True,FL,Florida,Mid-Gen (11-12),Pro,Second-hand
17.0,1024.0,New,498.0,iPhone 17 Pro Max,True,FL,Florida,Latest (15+),Pro,New
16.0,128.0,Open Box,449.99,iPhone 16,False,VA,Virginia,Latest (15+),Standard,Open Box
16.0,512.0,Open Box,675.0,iPhone 16,False,FL,Florida,Latest (15+),Standard,Open Box
14.0,128.0,Used,259.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,239.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
17.0,1024.0,New,579.0,iPhone 17 Pro Max,True,TX,Texas,Latest (15+),Pro,New
17.0,1024.0,New,956.0,iPhone 17 Pro Max,True,TX,Texas,Latest (15+),Pro,New
12.0,256.0,Used,650.0,iPhone 12 Pro Max,True,MD,Maryland,Mid-Gen (11-12),Pro,Second-hand
12.0,64.0,Used,146.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,163.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
15.0,128.0,Excellent - Refurbished,408.95,iPhone 15,False,NJ,New Jersey,Latest (15+),Standard,Refurbished
12.0,64.0,Used,158.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,144.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,145.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,150.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,167.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,147.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,157.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,163.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,138.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,145.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,162.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,148.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,151.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,165.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,147.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,162.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,144.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,147.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,164.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,147.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,148.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,163.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,154.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,147.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,145.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,154.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,154.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,150.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,150.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,161.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,154.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,146.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,163.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,256.0,Used,600.0,iPhone 12 Pro Max,True,FL,Florida,Mid-Gen (11-12),Pro,Second-hand
12.0,64.0,Used,158.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,160.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,150.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,New,322.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
12.0,128.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,167.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,147.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,161.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,161.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,227.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,220.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,214.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,209.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,210.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,229.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,199.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,New,321.01,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,Used,208.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,256.0,Used,204.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,199.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,200.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,163.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,512.0,Used,205.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,210.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,Used,205.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,208.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,207.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,208.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,147.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,205.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,165.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,139.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,214.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,208.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,128.0,Used,150.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,235.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,230.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,160.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,512.0,Used,224.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,512.0,Used,209.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,154.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,162.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,203.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,147.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,148.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,161.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,148.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,169.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,214.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
